stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1786,MXENO1,"Cuénot",,48.705604,6.136086,,,0,
280,MXEXU0,"Saint-Exupéry",,48.699844,6.130468,,,0,
1280,MXEXU1,"Saint-Exupéry",,48.700005,6.130262,,,0,
1656,MXGMB0,"Gambetta",,48.712399,6.166849,,,0,
764,MXITH0,"Zénith",,48.709042,6.149047,,,0,
1764,MXITH1,"Zénith",,48.708977,6.149056,,,0,
604,MXJAC0,"Nancy Pôle de santé",,48.703545,6.141982,,,0,
1604,MXJAC1,"Nancy Pôle de santé",,48.703312,6.142182,,,0,
682,MXJAQ0,"Saint-Jacques II",,48.702553,6.131019,,,0,
1682,MXJAQ1,"Saint-Jacques II",,48.702820,6.130576,,,0,
231,MXJUT0,"André Vautrin",,48.713478,6.164984,,,0,
1230,MXMAI1,"Maxéville Mairie",,48.712841,6.161592,,,0,
766,MXMAI2,"Maxéville Mairie",,48.712891,6.161364,,,0,
909,MXMAI3,"Maxéville Mairie",,48.712273,6.162592,,,0,
1909,MXMAI4,"Maxéville Mairie",,48.712307,6.162693,,,0,
350,MXMRT1,"Lafayette",,48.710220,6.172263,,,0,
1349,MXMRT2,"Lafayette",,48.710091,6.172079,,,0,
683,MXPAT0,"Montée de Pinchard",,48.707844,6.162176,,,0,
1683,MXPAT1,"Montée de Pinchard",,48.707054,6.161506,,,0,
910,MXRIP0,"Bon Repos",,48.709057,6.161951,,,0,
1910,MXRIP1,"Bon Repos",,48.710591,6.162128,,,0,
765,MXRNY0,"Cheverny",,48.713318,6.157316,,,0,
1765,MXRNY1,"Cheverny",,48.713371,6.157333,,,0,
796,MXSOL0,"Solvay",,48.717030,6.166649,,,0,
1796,MXSOL1,"Solvay",,48.717072,6.166070,,,0,
216,NYACL0,"Alix Le Clerc",,48.701424,6.164246,,,0,
1216,NYACL1,"Alix Le Clerc",,48.702099,6.163942,,,0,
767,NYALX0,"Place des Justes",,48.685829,6.180943,,,0,
1767,NYALX1,"Place des Justes",,48.685833,6.181026,,,0,
240,NYAME0,"Amerval",,48.693136,6.180888,,,0,
1240,NYAME1,"Amerval",,48.693661,6.180612,,,0,
285,NYANN0,"Beauregard Saint-Anne",,48.693119,6.140662,,,0,
1285,NYANN1,"Beauregard Saint-Anne",,48.693386,6.140260,,,0,
378,NYAUS0,"Austrasie",,48.687496,6.204649,,,0,
1378,NYAUS1,"Austrasie",,48.687473,6.204852,,,0,
238,NYBAR0,"Baron Louis",,48.696369,6.174437,,,0,
78,NYBAU1,"Georges de la Tour",,48.690598,6.137609,,,0,
1078,NYBAU2,"Georges de la Tour",,48.691227,6.138538,,,0,
1251,NYBCR1,"Achille Lévy",,48.677670,6.198822,,,0,
34,NYBFF0,"Boufflers",,48.693172,6.138232,,,0,
1034,NYBFF1,"Boufflers",,48.692837,6.138017,,,0,
1293,NYBIB0,"Place Dombasle",,48.692165,6.178653,,,0,
1926,NYBIS1,"Bisiaux",,48.701807,6.146313,,,0,
10,NYBLA0,"Campus ARTEM Blandan",,48.672028,6.172736,,,0,
1010,NYBLA1,"Campus ARTEM Blandan",,48.671944,6.172499,,,0,
668,NYBLA5,"ARTEM",,48.672462,6.172347,,,0,
289,NYBLC0,"Chemin Blanc",,48.690430,6.156042,,,0,
1289,NYBLC1,"Chemin Blanc",,48.690502,6.155789,,,0,
217,NYBOU0,"Place Aimé Morot",,48.699257,6.165813,,,0,
1217,NYBOU1,"Place Aimé Morot",,48.699554,6.165522,,,0,
306,NYBRI0,"Brice",,48.679668,6.181888,,,0,
38,NYBUT0,"Buthegnémont",,48.696499,6.146281,,,0,
1038,NYBUT1,"Buthegnémont",,48.696594,6.146722,,,0,
302,NYCAN0,"Clinchant",,48.680283,6.184611,,,0,
1302,NYCAN1,"Clinchant",,48.678768,6.184689,,,0,
239,NYCAR0,"Place Carnot",,48.692852,6.176950,,,0,
1239,NYCAR1,"Place Carnot",,48.694336,6.177522,,,0,
19,NYCAT0,"Cathédrale",,48.691662,6.185575,,,0,
1019,NYCAT1,"Cathédrale",,48.691975,6.185952,,,0,
42,NYCAV0,"Cavallier",,48.693226,6.165404,,,0,
1042,NYCAV1,"Cavallier",,48.694298,6.165166,,,0,
220,NYCCP0,"Nancy Centre de Congrés",,48.688546,6.177490,,,0,
83,NYCED0,"Cèdre Bleu",,48.702305,6.152224,,,0,
1083,NYCED1,"Cèdre Bleu",,48.701942,6.150892,,,0,
244,NYCH30,"Quartier Saint-Nicolas",,48.686092,6.184456,,,0,
1244,NYCH31,"Quartier Saint-Nicolas",,48.687515,6.184738,,,0,
341,NYCH50,"Charles V",,48.698654,6.175366,,,0,
1341,NYCH51,"Charles V",,48.698524,6.175126,,,0,
144,NYCHV0,"Chevert",,48.672859,6.175977,,,0,
1436,NYCIT1,"Citadelle",,48.700363,6.178465,,,0,
776,NYCIT2,"Citadelle",,48.700363,6.177349,,,0,
1954,NYCLA0,"St Nicolas",,48.688939,6.185503,,,0,
125,NYCLG0,"Charlemagne",,48.681892,6.164018,,,0,
1125,NYCLG1,"Charlemagne",,48.681755,6.162146,,,0,
296,NYCLM1,"Parc de Saurupt",,48.679317,6.180503,,,0,
1296,NYCLM3,"Parc de Saurupt",,48.679413,6.180945,,,0,
305,NYCMS0,"Cimetière de Sud",,48.676643,6.191082,,,0,
1305,NYCMS1,"Cimetière du Sud",,48.677002,6.191849,,,0,
324,NYCNM0,"Cinéma",,48.692543,6.197205,,,0,
645,NYCNM1,"Cinéma",,48.692604,6.196764,,,0,
37,NYCOL0,"Colline",,48.695717,6.140855,,,0,
1037,NYCOL1,"Colline",,48.696209,6.142900,,,0,
130,NYCOM0,"Commanderie",,48.686535,6.167975,,,0,
1130,NYCOM1,"Commanderie",,48.685509,6.166567,,,0,
243,NYCOU0,"Place Charles III - Point Central",,48.688946,6.182275,,,0,
301,NYCRE0,"Crépin",,48.677773,6.184819,,,0,
22,NYCRI0,"Cristalleries",,48.697388,6.198792,,,0,
1022,NYCRI1,"Cristalleries",,48.697491,6.198650,,,0,
1032,NYCRI2,"Cristalleries",,48.697460,6.198917,,,0,
32,NYCRI3,"Cristalleries",,48.697716,6.197008,,,0,
1371,NYCTH1,"Sainte-Catherine",,48.694763,6.189598,,,0,
41,NYCUV0,"Cité Universitaire",,48.696232,6.162483,,,0,
1041,NYCUV1,"Cité Universitaire",,48.696312,6.162450,,,0,
20,NYDFE0,"Division de Fer",,48.693180,6.190622,,,0,
1020,NYDFE2,"Division de Fer",,48.693253,6.190437,,,0,
1372,NYDFE3,"Division de Fer",,48.692654,6.190270,,,0,
442,NYDUC0,"Musée Lorrain",,48.696903,6.179382,,,0,
336,NYDUP0,"Dupont des Loges",,48.682648,6.169102,,,0,
1347,NYDUS0,"Dusaulx",,48.704918,6.174252,,,0,
1346,NYECO1,"MJC 3 Maisons",,48.705582,6.175714,,,0,
441,NYEPV0,"Saint-Epvre",,48.695031,6.179697,,,0,
11,NYEXE0,"Exelmans",,48.674858,6.175893,,,0,
1011,NYEXE1,"Exelmans",,48.675808,6.176643,,,0,
62,NYFAC0,"Faculté de Droit",,48.693190,6.175297,,,0,
127,NYFAI0,"Faïencerie",,48.689973,6.184665,,,0,
40,NYFOC0,"La Foucotte",,48.696896,6.159305,,,0,
1040,NYFOC1,"La Foucotte",,48.696987,6.159079,,,0,
712,NYFOU0,"Charles de Foucauld",,48.702572,6.180809,,,0,
1712,NYFOU1,"Charles de Foucauld",,48.702572,6.180809,,,0,
345,NYFTE0,"Fontenoy",,48.705143,6.176430,,,0,
1345,NYFTE1,"Fontenoy",,48.704163,6.179665,,,0,
106,NYGAM0,"Gambetta",,48.692159,6.180447,,,0,
13,NYGAN0,"Garenne",,48.681313,6.178612,,,0,
1013,NYGAN1,"Garenne",,48.681137,6.178477,,,0,
16,NYGAR0,"Nancy Gare",,48.689137,6.175507,,,0,
700,NYGAR1,"Poirel",,48.690403,6.175845,,,0,
1016,NYGAR2,"Nancy Gare",,48.689331,6.175630,,,0,
1700,NYGAR5,"Nancy Gare",,48.689331,6.175630,,,0,
145,NYGEB0,"Gébhart",,48.673470,6.173739,,,0,
35,NYGEN0,"Gentilly",,48.694809,6.138787,,,0,
759,NYGEN4,"Gentilly",,48.695297,6.139271,,,0,
724,NYGHE0,"Varsovie",,48.683418,6.183891,,,0,
1724,NYGHE1,"Varsovie",,48.683575,6.183889,,,0,
295,NYGNN0,"Garenne",,48.682236,6.184035,,,0,
1295,NYGNN1,"Garenne",,48.682255,6.183737,,,0,
43,NYGOB0,"Place Godefroy de Bouillon",,48.691902,6.168407,,,0,
1043,NYGOB1,"Place Godefroy de Bouillon",,48.692734,6.166583,,,0,
1219,NYGOB2,"Place Godefroy de Bouillon",,48.692944,6.168284,,,0,
21,NYGRG0,"Saint-Georges",,48.695610,6.195424,,,0,
1021,NYGRG1,"Saint-Georges",,48.695686,6.195212,,,0,
1226,NYGRI0,"Gridel",,48.687035,6.161393,,,0,
205,NYGUI0,"Rives de Meurthe",,48.690220,6.199991,,,0,
646,NYGUI2,"Rives de Meurthe",,48.689850,6.199577,,,0,
1238,NYHBO0,"Haut-Bourgeois",,48.695911,6.176605,,,0,
1247,NYHOP1,"Hôpital Central - Maternité",,48.682289,6.192085,,,0,
44,NYHUG0,"Domrémy",,48.688240,6.170139,,,0,
1132,NYHUG1,"Poincaré",,48.689281,6.169061,,,0,
337,NYJAR0,"Jeanne d'Arc",,48.683395,6.172405,,,0,
1337,NYJAR2,"Jeanne d'Arc",,48.684669,6.173356,,,0,
12,NYJAU0,"Jean Jaurès",,48.678394,6.179810,,,0,
1012,NYJAU2,"Jean Jaurès",,48.679161,6.179785,,,0,
619,NYJCR0,"Joli Coeur",,48.702454,6.174450,,,0,
147,NYJUI0,"Maréchal Juin",,48.677624,6.170268,,,0,
375,NYJUL0,"Saint-Julien",,48.686012,6.191137,,,0,
1375,NYJUL1,"Saint-Julien",,48.685993,6.191367,,,0,
15,NYKEN0,"Kennedy",,48.686562,6.174976,,,0,
629,NYKEN1,"Saint-Léon",,48.688290,6.173052,,,0,
1015,NYKEN2,"Kennedy",,48.686459,6.174806,,,0,
128,NYKLB0,"Kléber",,48.684650,6.168339,,,0,
1336,NYKLB1,"Kléber",,48.683899,6.169616,,,0,
203,NYKRU0,"Krug",,48.682922,6.203032,,,0,
1203,NYKRU1,"Krug",,48.682671,6.203094,,,0,
287,NYLCO0,"La Côte",,48.691738,6.149532,,,0,
1287,NYLCO1,"La Côte",,48.691807,6.149007,,,0,
297,NYLEC0,"Oudinot",,48.676609,6.178319,,,0,
1048,NYLEO0,"Patton",,48.690670,6.171256,,,0,
1131,NYLEO1,"Saint-Léon",,48.689922,6.171256,,,0,
687,NYLEV0,"Achille Lévy",,48.678173,6.197990,,,0,
919,NYLOB2,"Lobau",,48.681337,6.197774,,,0,
1919,NYLOB3,"Lobau",,48.682050,6.197682,,,0,
376,NYLOR0,"Loritz",,48.687119,6.195542,,,0,
1376,NYLOR1,"Loritz",,48.685753,6.196596,,,0,
366,NYMAC0,"Mac Mahon",,48.704273,6.183014,,,0,
1366,NYMAC1,"Mac Mahon",,48.704479,6.183084,,,0,
1995,NYMAF0,"Manufacture",,48.696192,6.172910,,,0,
17,NYMAG0,"Maginot",,48.689247,6.177907,,,0,
1017,NYMAG1,"Maginot",,48.689178,6.177263,,,0,
288,NYMAQ0,"Marquette",,48.691105,6.152707,,,0,
1288,NYMAQ1,"Marquette",,48.691151,6.152710,,,0,
1243,NYMAR0,"Place Charles III - Point Central",,48.689671,6.183212,,,0,
248,NYMAT0,"Hôpital Central - Maternité",,48.681988,6.192293,,,0,
1047,NYMAZ0,"Tour Thiers  Gare",,48.690857,6.174560,,,0,
202,NYMBR0,"Marcel Brot",,48.679199,6.204916,,,0,
1202,NYMBR1,"Marcel Brot",,48.679169,6.205009,,,0,
1955,NYMCO0,"Marché Central",,48.688669,6.182566,,,0,
1994,NYMCO1,"Marché Central",,48.688331,6.183611,,,0,
2001,NYMCO2,"Rue des Ponts",,48.687945,6.182242,,,0,
14,NYMDE0,"Mon Desert",,48.684566,6.176501,,,0,
1014,NYMDE1,"Mon Desert",,48.684494,6.176346,,,0,
321,NYMED0,"Médreville",,48.685299,6.160245,,,0,
1321,NYMED1,"Médreville",,48.685848,6.157499,,,0,
660,NYMES0,"Messier",,48.689533,6.160122,,,0,
1660,NYMES1,"Messier",,48.689674,6.159643,,,0,
918,NYMOL0,"Molitor",,48.685332,6.195797,,,0,
1918,NYMOL1,"Molitor",,48.684338,6.196503,,,0,
1206,NYMOT1,"Saint-Georges",,48.695560,6.195461,,,0,
1647,NYMOT3,"Saint-Georges",,48.695587,6.193646,,,0,
601,NYMRR0,"Centre Pénitentiaire",,48.705486,6.151805,,,0,
1601,NYMRR1,"Centre Pénitentiaire",,48.705528,6.151930,,,0,
39,NYMSY0,"Saint-Mansuy",,48.697357,6.155138,,,0,
1039,NYMSY1,"Saint-Mansuy",,48.697334,6.154727,,,0,
9,NYMTO0,"Montet Octroi",,48.668476,6.168737,,,0,
1009,NYMTO1,"Montet Octroi",,48.668339,6.168550,,,0,
338,NYMUL0,"Mulhouse",,48.684521,6.178224,,,0,
1338,NYMUL1,"Mulhouse",,48.685474,6.177452,,,0,
82,NYOMB0,"Les Ombelles",,48.701004,6.147411,,,0,
1082,NYOMB1,"Les Ombelles",,48.700935,6.147256,,,0,
299,NYOUD0,"Oudinot",,48.675999,6.182160,,,0,
126,NYPAI0,"Painlevé",,48.682247,6.166205,,,0,
1126,NYPAI1,"Painlevé",,48.682076,6.164547,,,0,
1127,NYPAI2,"Painlevé",,48.682377,6.165807,,,0,
80,NYPAL0,"Palais des Sports - Gentilly",,48.699780,6.140605,,,0,
1080,NYPAL1,"Palais des Sports - Gentilly",,48.699627,6.138351,,,0,
1603,NYPAR1,"Majorelle",,48.701031,6.144054,,,0,
18,NYPCL0,"Point Central",,48.690556,6.181973,,,0,
242,NYPCL1,"Place Stanislas - Dom Calmet",,48.690922,6.180967,,,0,
1018,NYPCL2,"Point Central",,48.690968,6.182819,,,0,
71,NYPDE0,"Leopold",,48.697138,6.175814,,,0,
343,NYPIE0,"Pierson",,48.702564,6.175233,,,0,
81,NYPOL0,"Cliniques",,48.700253,6.144134,,,0,
1081,NYPOL1,"Cliniques",,48.700146,6.143242,,,0,
1949,NYPPI0,"Porte de la Craffe",,48.698306,6.178295,,,0,
775,NYPPP0,"Parc de la Pépinière",,48.699966,6.183117,,,0,
1951,NYPST0,"Place Stanislas",,48.692712,6.183255,,,0,
1133,NYPVI0,"Préville",,48.687496,6.166116,,,0,
1227,NYPVI1,"Préville",,48.687893,6.165234,,,0,
1291,NYPVI2,"Préville",,48.688400,6.166277,,,0,
466,NYQBA0,"Quai de la Bataille",,48.682030,6.185365,,,0,
738,NYQBA1,"Quai de la Bataille",,48.681553,6.186267,,,0,
46,NYREP0,"Nancy Gare",,48.688675,6.176927,,,0,
226,NYSAC0,"Sacré Coeur",,48.686279,6.162846,,,0,
290,NYSAN0,"Santifontaine",,48.688866,6.163308,,,0,
1290,NYSAN1,"Santifontaine",,48.689030,6.162654,,,0,
686,NYSAV0,"Vic",,48.680508,6.194807,,,0,
1686,NYSAV1,"Vic",,48.680565,6.194743,,,0,
750,NYSEB0,"Saint-Sébastien",,48.688358,6.179826,,,0,
1750,NYSEB1,"Saint-Sébastien",,48.687887,6.178861,,,0,
196,NYSEB2,"Saint Sébastien",,48.688765,6.178931,,,0,
1658,NYSIM0,"Simon",,48.700535,6.176430,,,0,
52,NYSIM1,"Simon",,48.700535,6.176420,,,0,
146,NYSIV0,"Sivry",,48.675438,6.171914,,,0,
215,NYSOL0,"Nancy Jean Lamour",,48.703659,6.163255,,,0,
1215,NYSOL1,"Nancy Jean Lamour",,48.704987,6.162890,,,0,
633,NYSPL0,"Esplanade",,48.688141,6.200013,,,0,
1633,NYSPL1,"Esplanade",,48.688919,6.200514,,,0,
496,NYSTD0,"Stade Matter",,48.689690,6.202542,,,0,
1496,NYSTD1,"Stade Matter",,48.689751,6.202289,,,0,
677,NYSTN0,"Place Stanislas - Dom Calmet",,48.691975,6.181561,,,0,
86,NYTAM0,"Nancy Tilleul Argenté",,48.703217,6.155268,,,0,
1086,NYTAM1,"Nancy Tilleul Argenté",,48.703159,6.155046,,,0,
636,NYTAM2,"Nancy Tilleul Argenté",,48.703526,6.155182,,,0,
148,NYTHE0,"Nancy Thermal",,48.679619,6.167004,,,0,
1148,NYTHE1,"Nancy Thermal",,48.679199,6.167190,,,0,
1340,NYTIS0,"Cyfflé",,48.687149,6.182165,,,0,
298,NYVAU0,"Vaucouleurs",,48.674271,6.181611,,,0,
1298,NYVAU1,"Sainte-Colette",,48.674839,6.182917,,,0,
351,NYVAY0,"Vayringe",,48.706425,6.176892,,,0,
1351,NYVAY1,"Vayringe",,48.707275,6.177594,,,0,
218,NYVER0,"Campus Lettres",,48.695309,6.167507,,,0,
1218,NYVER1,"Campus Lettres",,48.695728,6.167306,,,0,
204,NYVIC0,"Victor",,48.686592,6.200110,,,0,
1377,NYVIC1,"Victor",,48.686352,6.201204,,,0,
1204,NYVIC3,"Victor",,48.686905,6.202131,,,0,
1303,NYVIL0,"Villard",,48.680271,6.187736,,,0,
286,NYVIR0,"Viray",,48.692432,6.145791,,,0,
1286,NYVIR1,"Viray",,48.692604,6.145762,,,0,
304,NYVLL0,"Villemin",,48.678951,6.188739,,,0,
1304,NYVLL1,"Villemin",,48.679104,6.189878,,,0,
1146,NYVOB0,"Artem Vauban",,48.674713,6.170148,,,0,
246,NYVOS0,"Place des Vosges",,48.685219,6.186675,,,0,
1245,NYVOS1,"Place des Vosges",,48.684692,6.187683,,,0,
681,NYVOS2,"Pichon",,48.683720,6.185504,,,0,
1681,NYVOS3,"Pichon",,48.684528,6.186583,,,0,
704,PLBOR0,"Blés d'Or",,48.705448,6.258974,,,0,
1704,PLBOR1,"Blés d'Or",,48.705269,6.258288,,,0,
424,PLCES0,"Collège Goncourt",,48.706543,6.261571,,,0,
1424,PLCES1,"Collège Goncourt",,48.706642,6.261406,,,0,
427,PLCHG0,"Charles de Gaulle",,48.704487,6.254586,,,0,
1427,PLCHG1,"Charles de Gaulle",,48.704384,6.254393,,,0,
425,PLFIN0,"Petite Fin",,48.709057,6.257940,,,0,
1425,PLFIN1,"Petite Fin",,48.708954,6.257497,,,0,
421,PLLBR0,"Lebrun",,48.699669,6.255533,,,0,
1421,PLLBR1,"Lebrun",,48.699745,6.255131,,,0,
426,PLMAI0,"Masserine",,48.707474,6.255455,,,0,
1426,PLMAI1,"Masserine",,48.706543,6.257166,,,0,
740,PLREN0,"Renaissance",,48.704651,6.251273,,,0,
1740,PLREN1,"Renaissance",,48.704681,6.248847,,,0,
422,PLREP0,"Pulnoy République",,48.702080,6.257972,,,0,
1422,PLREP1,"Pulnoy République",,48.702026,6.257451,,,0,
607,PLSEM0,"Semoir",,48.709763,6.264385,,,0,
1607,PLSEM1,"Semoir",,48.709251,6.264195,,,0,
423,PLSOR0,"Sorbiers",,48.704048,6.260255,,,0,
1423,PLSOR1,"Sorbiers",,48.704021,6.260199,,,0,
789,PLVER0,"Résidences Vertes",,48.702431,6.250452,,,0,
1789,PLVER1,"Résidences Vertes",,48.702450,6.250388,,,0,
703,PLVVA0,"Vervaux",,48.697376,6.254626,,,0,
1703,PLVVA1,"Vervaux",,48.697166,6.254692,,,0,
1679,SCAGE0,"Maison de l'Amitié",,48.712769,6.262749,,,0,
411,SCBIJ0,"Les Bijoins",,48.712547,6.253566,,,0,
1411,SCBIJ1,"Les Bijoins",,48.712334,6.253795,,,0,
1992,SCBIJ2,"Les Bijoins",,48.711342,6.253208,,,0,
1993,SCBIJ3,"Les Bijoins",,48.711304,6.253149,,,0,
924,SCCLE0,"Clesure",,48.711994,6.246493,,,0,
1924,SCCLE1,"Clesure",,48.713411,6.249671,,,0,
608,SCDNO0,"Donon",,48.714901,6.269193,,,0,
1608,SCDNO1,"Donon",,48.714794,6.269253,,,0,
401,SCEGL0,"Seichamps - Eglise",,48.716923,6.265538,,,0,
1401,SCEGL1,"Seichamps - Eglise",,48.717133,6.265690,,,0,
734,SCFLE0,"Parterres Fleuris",,48.709927,6.254158,,,0,
1734,SCFLE1,"Parterres Fleuris",,48.709469,6.254436,,,0,
403,SCGLB0,"Galibier",,48.715492,6.273930,,,0,
1403,SCGLB1,"Galibier",,48.715168,6.273661,,,0,
404,SCHOH0,"Le Hohneck",,48.713745,6.271486,,,0,
1404,SCHOH1,"Le Hohneck",,48.713726,6.271620,,,0,
409,SCLAU0,"Saint-Laurent",,48.715248,6.259006,,,0,
1409,SCLAU1,"Saint-Laurent",,48.715153,6.259162,,,0,
751,SCMAI0,"Seichamps - Mairie",,48.714062,6.260671,,,0,
51,SCMAI1,"Seichamps - Mairie",,48.714310,6.260551,,,0,
400,SCMPS0,"Seichamps Haie Cerlin",,48.719540,6.265858,,,0,
412,SCMTR0,"Montréal",,48.713257,6.252028,,,0,
1412,SCMTR1,"Montréal",,48.713093,6.251853,,,0,
405,SCPRA0,"Jardin Roussel",,48.712868,6.267829,,,0,
406,SCRNO0,"Renoir",,48.713413,6.266592,,,0,
410,SCROS0,"Les Rosiers",,48.713917,6.255710,,,0,
1410,SCROS1,"Les Rosiers",,48.713741,6.255859,,,0,
725,SCROU0,"Jardin Roussel",,48.711918,6.266603,,,0,
1407,SCVAR1,"Varinchamps",,48.711220,6.263960,,,0,
402,SCVOI0,"Voirincourt",,48.715614,6.271124,,,0,
1402,SCVOI1,"Voirincourt",,48.715706,6.270804,,,0,
522,SLALS0,"Champagne",,48.678566,6.239592,,,0,
1522,SLALS1,"Champagne",,48.678631,6.239351,,,0,
510,SLBAR0,"La Vahotte",,48.685730,6.240482,,,0,
1510,SLBAR1,"La Vahotte",,48.685677,6.240451,,,0,
521,SLCHA0,"Saulxures Lorraine",,48.679306,6.242841,,,0,
1521,SLCHA1,"Saulxures Lorraine",,48.679577,6.243337,,,0,
512,SLEGL0,"Saulxures - Eglise",,48.689266,6.249217,,,0,
1512,SLEGL1,"Saulxures - Eglise",,48.689022,6.249008,,,0,
386,SLFOR0,"Saulxures Forêt",,48.675636,6.241953,,,0,
523,SLGPQ0,"Grands Pâquis",,48.678120,6.235644,,,0,
1523,SLGPQ1,"Grands Pâquis",,48.678185,6.235621,,,0,
513,SLJRF0,"Saulxures - Château",,48.692207,6.251191,,,0,
1513,SLJRF1,"Saulxures - Château",,48.692196,6.251272,,,0,
702,SLMAI0,"Saulxures Mairie",,48.687634,6.245179,,,0,
1702,SLMAI1,"Saulxures Mairie",,48.687893,6.245035,,,0,
520,SLTRI0,"Tricoterie",,48.681824,6.243777,,,0,
1520,SLTRI1,"Tricoterie",,48.681446,6.243749,,,0,
509,SLVPR0,"Vert Pré",,48.684277,6.235657,,,0,
1509,SLVPR1,"Vert Pré",,48.684258,6.235642,,,0,
385,TMBDA0,"Bois La Dame",,48.676331,6.234287,,,0,
1385,TMBDA1,"Bois La Dame",,48.676254,6.234702,,,0,
388,TMBDF0,"Sainte-Marguerite",,48.672089,6.226878,,,0,
1388,TMBDF1,"Sainte-Marguerite",,48.672615,6.225773,,,0,
1381,TMBRB0,"Barbusse",,48.684425,6.213772,,,0,
380,TMCNC0,"Concorde",,48.687073,6.211564,,,0,
779,TMDER0,"Tomblaine Maria Deraismes",,48.680607,6.223836,,,0,
1779,TMDER1,"Tomblaine Maria Deraismes",,48.680744,6.223537,,,0,
382,TMENS0,"Les Ensanges",,48.680069,6.216559,,,0,
1382,TMENS1,"Les Ensanges",,48.679390,6.217076,,,0,
723,TMFRA0,"Fraternité",,48.693951,6.213810,,,0,
1723,TMFRA1,"Fraternité",,48.694836,6.216030,,,0,
507,TMGAI0,"Grande Haie",,48.686749,6.217683,,,0,
1507,TMGAI1,"Grande Haie",,48.685848,6.218418,,,0,
701,TMJAU1,"Jean Jaurès",,48.692799,6.212384,,,0,
1701,TMJAU3,"Jean Jaurès",,48.693138,6.211037,,,0,
508,TMLRX0,"Leroux",,48.684040,6.229373,,,0,
1508,TMLRX1,"Leroux",,48.684101,6.228916,,,0,
1380,TMMAI0,"Tomblaine Mairie",,48.686386,6.210534,,,0,
383,TMMAR0,"Galilée",,48.676434,6.221595,,,0,
1383,TMMAR1,"Galilée",,48.675995,6.221674,,,0,
1387,TMMAR2,"Tuilerie",,48.675774,6.221906,,,0,
387,TMMAR3,"Tuilerie",,48.674473,6.223658,,,0,
780,TMMAR4,"Galilée",,48.676693,6.220645,,,0,
379,TMMRT0,"La Meurthe",,48.688099,6.207970,,,0,
1379,TMMRT1,"La Meurthe",,48.688080,6.207677,,,0,
381,TMPAX0,"La Paix",,48.684772,6.214165,,,0,
397,TMPBO0,"Porte de Bosserville",,48.675720,6.229294,,,0,
1397,TMPBO1,"Porte de Bosserville",,48.675854,6.230704,,,0,
1597,TMPBO2,"Porte de Bosserville",,48.676544,6.229070,,,0,
506,TMPOT0,"Pottier",,48.689720,6.215322,,,0,
1506,TMPOT1,"Pottier",,48.688839,6.215950,,,0,
384,TMSAL0,"Salengro",,48.675892,6.226209,,,0,
1384,TMSAL1,"Salengro",,48.676117,6.224107,,,0,
795,TMVIC0,"Victoire Daubié",,48.680130,6.226438,,,0,
1795,TMVIC1,"Victoire Daubié",,48.679981,6.226492,,,0,
467,TMVOL0,"Voltaire",,48.690693,6.210731,,,0,
1467,TMVOL1,"Voltaire",,48.691032,6.210847,,,0,
5,VAAND0,"Saint André",,48.660320,6.159592,,,0,
1005,VAAND1,"Saint André",,48.660278,6.159480,,,0,
31,VAARC0,"Kehl",,48.660587,6.176117,,,0,
141,VABAR0,"Biancamaria",,48.669235,6.185574,,,0,
1141,VABAR1,"Biancamaria",,48.669094,6.185808,,,0,
1049,VABLG1,"Belgique",,48.666759,6.170065,,,0,
1099,VABRG3,"Bergé",,48.657742,6.172892,,,0,
1932,VABRG4,"Bergé",,48.657772,6.172827,,,0,
139,VABRH0,"Brichambeau",,48.665329,6.186746,,,0,
142,VABRI0,"Faron",,48.670948,6.181366,,,0,
307,VABRI1,"Briand",,48.672279,6.181315,,,0,
1142,VABRI2,"Faron",,48.670773,6.181191,,,0,
1307,VABRI3,"Briand",,48.671848,6.181011,,,0,
558,VABRT0,"Barthou",,48.672607,6.184845,,,0,
1558,VABRT1,"Barthou",,48.672543,6.184609,,,0,
29,VABRU0,"Bruges",,48.664776,6.169049,,,0,
7,VACAO0,"Callot",,48.666126,6.166010,,,0,
1007,VACAO1,"Callot",,48.666019,6.165907,,,0,
1,VACHU0,"Vandoeuvre CHU Brabois",,48.649532,6.146593,,,0,
1100,VACMT2,"Clair Matin",,48.658096,6.170215,,,0,
1933,VACMT4,"Clair matin",,48.658100,6.170372,,,0,
98,VACRV0,"Crévic",,48.656742,6.175643,,,0,
1098,VACRV1,"Crévic",,48.657127,6.174924,,,0,
1004,VADYR0,"Doyen Roubault",,48.657547,6.155707,,,0,
1194,VAERN0,"Européen",,48.663883,6.188832,,,0,
140,VAFAS0,"Saint-François d'Assise",,48.667831,6.188337,,,0,
193,VAFAS1,"Saint-François d'Assise",,48.666710,6.191052,,,0,
1140,VAFAS2,"Saint-François d'Assise",,48.667706,6.188110,,,0,
1193,VAFAS3,"Saint-François d'Assise",,48.668182,6.189762,,,0,
781,VAFAS4,"Saint-François d'Assise",,48.666904,6.188653,,,0,
1781,VAFAS5,"Saint-François d'Assise",,48.667084,6.188888,,,0,
2,VAFHY0,"Forêt de Haye",,48.650967,6.149153,,,0,
1002,VAFHY1,"Forêt de Haye",,48.650879,6.148128,,,0,
97,VAFON0,"Rimbaud",,48.654701,6.176457,,,0,
